Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Grayslake,IL,32.0,822.8922561370523,688.0,22.01010101010101,688.7437840009883,82653,100.44206806368851,90.5,990,21790,34.0,T
Firestone,CO,50.5,803.1607267406193,692.0,21.94418604651163,693.8402193588953,91171,113.51526159650442,105.8,430,9436,15.0,T
Sonora,TX,682.0,578.5609290329348,175.0,44.14492753623188,704.0944538909534,54444,94.10244845085408,92.6,69,3046,5.0,T
Rincon,GA,192.0,705.4721132739492,678.0,22.21808510638298,704.6616209217017,66644,94.46723512672821,89.8,376,8354,13.0,T
Rogers,AR,572.5,595.5027434557692,411.0,28.997639282341833,704.753325639546,56282,94.51173922959488,92.1,2118,61417,96.0,T
Hesston,KS,568.0,596.1948108533558,419.0,28.53676470588235,705.8222155755655,55221,92.62240964653842,86.9,136,3881,6.0,T
Le Roy,IL,106.0,755.5433335266397,699.0,21.78527607361963,706.9915133861226,73200,96.88392015627393,90.5,163,3551,6.0,T
Hammonton,NJ,442.0,618.3989384009966,552.0,24.77777777777778,707.1548628129485,69502,112.39023174863846,118.3,549,13603,21.0,T
Buffalo,WY,381.0,631.2065274307251,602.0,23.827906976744185,712.4359620344835,61000,96.64031873734821,93.6,215,5123,8.0,T
Sabetha,KS,599.0,591.2217016753569,390.0,29.926829268292682,714.7733906630829,54662,92.45601074030805,86.9,82,2454,4.0,T
Baldwin City,KS,77.0,779.0508597264966,711.0,21.585714285714285,715.1573253487654,74007,94.99636522573357,86.9,210,4533,7.0,T
Eudora,KS,15.0,874.8352138722921,721.0,21.442622950819672,721.1560164069908,88088,100.69096282726798,86.9,305,6540,10.0,T
Shelley,ID,689.0,578.2313494203341,221.0,39.3125,723.5758426039388,55349,95.72120234485092,97.1,112,4403,7.0,T
Indianola,IA,374.0,632.91268724355,621.0,23.320189274447948,724.925513414999,60388,95.41284480012676,90.3,634,14785,23.0,T
Kamas,UT,214.0,695.9145257633099,693.5,21.928571428571427,725.7673525310986,71667,102.98247463852326,101.5,70,1535,2.0,T
Denison,IA,705.0,576.5154652832396,182.0,43.101190476190474,728.1133153568886,53738,93.21172325116856,90.3,168,7241,11.0,T
Grove City,PA,663.0,581.4378320430673,303.0,33.78854625550661,728.9567888427955,56449,97.08518587730771,100.5,227,7670,12.0,T
Greenwood,AR,657.0,582.2667011623059,317.0,32.97785977859779,729.4778954841606,54759,94.04453301329353,92.1,271,8937,14.0,T
Brookings,SD,728.0,572.6793737475117,48.0,89.38053097345133,729.5807014991556,54522,95.20510515896139,96.2,226,20200,32.0,T
Lynden,WA,562.0,597.3859123747817,470.0,27.024017467248907,732.6281457874793,64308,107.64900655985862,112.8,458,12377,19.0,T
West Columbia,TX,96.0,763.0251604053045,727.0,21.352040816326532,733.3109845079372,75487,98.93120688170065,92.6,196,4185,7.0,T
Carrollton,OH,714.0,575.1189823867377,173.0,44.513888888888886,734.6597852067309,54118,94.09878939382399,92.9,72,3205,5.0,T
Lancaster,WI,718.0,574.208340291821,162.0,45.97560975609756,736.0489114182562,54552,95.00384472346028,95.5,82,3770,6.0,T
Burlington,WI,117.0,750.7768318234606,731.0,21.256,740.3039916142557,75616,100.71701309208822,95.5,500,10628,17.0,T
Saratoga Springs,NY,394.0,627.658023529278,635.0,23.07936507936508,747.302482265381,83231,132.60564970076825,143.7,1260,29080,45.0,T
Two Harbors,MN,684.0,578.4795124767645,310.0,33.45360824742268,750.9700393491074,55906,96.64300773702085,99.6,97,3245,5.0,T
Williston,ND,101.0,758.5383805049066,746.0,20.972179289026275,752.8060839286569,78150,103.02708736765692,97.8,647,13569,21.0,T
Chelsea,MI,37.0,814.7024728493203,753.0,20.871900826446282,753.9084825096478,82074,100.7410714158709,91.4,242,5051,8.0,T
Peterborough,NH,523.0,603.3050968374429,545.0,25.10569105691057,755.3502498841183,61979,102.7324322716602,112.6,246,6176,10.0,T
Holly,MI,433.0,620.8232778460845,619.0,23.406015037593985,755.4137938904743,59153,95.28154325209647,91.4,266,6226,10.0,T
Lodi,WI,162.0,724.5938301003241,740.0,21.079710144927535,757.52491708194,72117,99.52748285203448,95.5,138,2909,5.0,T
Hastings,MN,193.0,704.5784388824593,735.0,21.16417910447761,759.9171007419164,71782,101.87935939943654,99.6,1072,22688,35.0,T
Vergennes,VT,606.0,589.9954411541627,459.0,27.29591836734694,760.2085240248231,64205,108.8228747571349,114.8,98,2675,4.0,T
St. Johns,MI,578.0,594.944529877657,494.0,26.34065934065934,760.3420283004222,56063,94.23231441682246,91.4,273,7191,11.0,T
McKinney,TX,8.0,897.2642926414318,762.0,20.72931654676259,762.0419935935289,97939,109.15290043659272,92.6,6672,138306,216.0,T
Montgomery,PA,760.0,568.2087309455036,60.0,79.1029411764706,762.3647421018367,54891,96.60358422979698,100.5,68,5379,8.0,T
West Liberty,IA,665.0,581.1056891966083,378.0,30.5327868852459,764.9241792491594,54250,93.35651157537599,90.3,122,3725,6.0,T
Ocean Pines,MD,746.0,569.7803466183757,176.0,44.00769230769231,766.4802671954445,64271,112.79960844814303,121.4,260,11442,18.0,T
Rochester,MN,122.0,748.8283658787257,761.0,20.739928909952607,770.7171984586823,72861,97.3,99.6,5064,105027,164.0,F
Clayton,NC,12.0,881.0356949425251,773.0,20.459016393442624,773.0931379853271,98406,111.69354495497436,96.4,854,17472,27.0,T
Daphne,AL,133.0,739.896480331263,766.0,20.679752066115704,777.460609934677,71474,96.6,88.6,968,20018,31.0,F
Ellijay,GA,779.0,565.7539078536607,2.5,inf,779.0040115429445,52455,92.71699103060926,89.8,0,1569,2.0,T
Kalama,WA,287.0,667.0001503072723,733.0,21.22222222222222,787.1835872272744,73646,110.41376822190055,112.8,108,2292,4.0,T
Sheldon,IA,737.0,570.8312602742294,288.0,34.75714285714286,791.2730249414547,53110,93.03975394494998,90.3,140,4866,8.0,T
Sauk Centre,MN,546.0,599.8499330496927,575.0,24.389221556886227,792.9319012374266,58487,97.50271989303502,99.6,167,4073,6.0,T
Hillsborough,NH,333.0,645.6742895185866,722.0,21.42528735632184,795.0930763124529,70570,109.29659295031995,112.6,261,5592,9.0,T
Elkton,VA,722.0,573.9881490967231,334.0,32.31707317073171,795.5124134795133,55066,95.93577861608567,98.1,82,2650,4.0,T
Delta,OH,346.0,641.2959007154833,718.0,21.492537313432837,797.0194476924638,62132,96.88507275764643,92.9,134,2880,5.0,T
East Aurora,NY,780.0,565.752256013059,168.0,45.26190476190476,797.8872100742059,72795,128.6693941143024,143.7,294,13307,21.0,T
St. Helena,CA,319.0,654.7619469193618,732.0,21.25179856115108,798.489198424124,90141,137.66988204508692,146.9,278,5908,9.0,T
Northfield,VT,581.0,594.5928219915886,550.0,24.788793103448278,800.038124091596,61318,103.1260347116458,114.8,232,5751,9.0,T
Jones Creek,TX,800.0,562.7177556785125,22.0,152.0,800.3024428302091,52679,93.61531508185811,92.6,14,2128,3.0,T
Bar Harbor,ME,785.0,565.226449629906,161.0,45.99122807017544,801.3401275363664,56681,100.2801621139865,110.9,114,5243,8.0,T
Columbus,NE,470.0,614.3961848963164,650.0,22.83983572895277,802.1221852062191,58887,95.84532171197903,93.6,974,22246,35.0,T
Wheatland,CA,755.0,568.492256178824,283.0,35.04716981132076,806.2964715289284,74583,131.19439920134863,146.9,106,3715,6.0,T
Vacaville,CA,358.0,637.4039261913083,724.0,21.40664189503019,807.6756774844715,86727,136.0628581600077,146.9,4306,92177,144.0,T
Batesville,IN,549.0,598.6690956692905,594.0,23.977777777777778,808.8491824808875,56430,94.25908303636969,91.1,270,6474,10.0,T
Orrville,OH,646.0,584.9863191647082,490.0,26.394321766561514,810.8119387379542,55239,94.42784931940768,92.9,317,8367,13.0,T
Dalhart,TX,486.0,610.4592634036674,651.0,22.832797427652732,812.4019940891332,58172,95.29218981076163,92.6,311,7101,11.0,T
De Witt,IA,701.0,577.073427732104,414.0,28.875,814.1234550115848,53800,93.22903709400337,90.3,184,5313,8.0,T
Roseau,MN,804.0,561.8052223968803,130.0,52.92307692307692,814.4421403635743,53971,96.0671027046325,99.6,52,2752,4.0,T
Alton,MO,813.0,560.1491868718529,61.0,78.75,815.2852261632122,52123,93.05199618530258,91.2,8,630,1.0,T
Fort Atkinson,WI,514.0,605.4694466019788,638.0,23.046242774566473,819.2923776039906,58237,96.18486998285087,95.5,519,11961,19.0,T
Provo,UT,153.0,729.8216055500495,805.0,20.0125786163522,819.4107639029402,73639,100.9,101.5,5883,117734,184.0,F
Glens Falls,NY,677.0,579.3204868154158,462.0,27.191235059760956,819.6175937594312,57121,98.6,143.7,502,13650,21.0,F
Crookston,MN,812.0,560.279209104969,134.0,52.54362416107382,822.9823813423955,53797,96.01819793730925,99.6,149,7829,12.0,T
Lee's Summit,MO,24.0,850.1353818461669,825.0,19.678483284720663,825.3490170830762,87602,103.0447642465629,91.2,4457,87707,137.0,T
Glenwood,IA,337.0,643.6842317277285,754.0,20.861818181818183,825.8843744738122,61765,95.9554342883545,90.3,275,5737,9.0,T
Montgomery,MN,683.0,578.5388330498879,466.0,27.09016393442623,826.8282772135941,55913,96.64519787763075,99.6,122,3305,5.0,T
Ashville,OH,158.0,727.2988656065605,813.0,19.843373493975903,828.2107219784106,70990,97.607741957352,92.9,166,3294,5.0,T
Friona,TX,727.0,572.7086194189189,400.0,29.403361344537814,829.7764759258965,53786,93.91512223890099,92.6,119,3499,5.0,T
Sidney,NE,721.0,574.0068697427973,415.0,28.69506726457399,831.9050426581149,54137,94.31420223987539,93.6,223,6399,10.0,T
Forney,TX,16.0,872.4308233507567,834.0,19.573696145124718,834.1534630989672,92870,106.44970066888851,92.6,882,17264,27.0,T
Seville,OH,382.0,631.12089425996,743.0,21.017241379310345,835.4477841253755,60813,96.35713308352456,92.9,116,2438,4.0,T
McGregor,TX,469.0,614.5373730177218,693.5,21.928571428571427,837.1996476348995,58668,95.46693590319389,92.6,224,4912,8.0,T
Boerne,TX,177.0,717.9232788861584,819.0,19.738053097345134,837.9081095203697,69649,97.01454465727707,92.6,565,11152,17.0,T
Mukwonago,WI,25.0,849.4417720998619,838.0,19.483783783783785,838.3728287581844,91178,107.33872879197298,95.5,370,7209,11.0,T
Litchfield,MN,620.0,587.3953580944639,566.0,24.455223880597014,839.4974687275716,56968,96.98408272208121,99.6,268,6554,10.0,T
Norton,KS,816.0,559.8231831164069,199.0,41.296875,839.9148766392938,51250,91.54676252366514,86.9,64,2643,4.0,T
New York,NY,492.0,609.7265625,681.0,22.157960489941733,840.1339178964269,78045,128.0,143.7,376208,8336002,13036.0,F
Washington,IA,719.0,574.015553827954,435.5,28.0,840.6076671075514,53461,93.13510695569674,90.3,260,7280,11.0,T
Livermore,CA,73.0,781.7877896713427,839.0,19.44565992865636,842.1698166047036,125368,160.3606524127266,146.9,4205,81769,128.0,T
Stewartstown,PA,41.0,810.6488701571881,843.0,19.39047619047619,843.9964454901454,88333,108.96579672389092,100.5,105,2036,3.0,T
Temecula,CA,410.0,625.1066065730147,738.0,21.10690010298661,844.241671560934,84409,135.03136762983598,146.9,4855,102474,160.0,T
Fort Lupton,CO,473.0,613.4397281792482,700.0,21.74787535410765,844.8248339152916,61699,100.57874827104685,105.8,353,7677,12.0,T
Mannford,OK,773.0,566.4466535758538,342.0,31.934782608695652,845.2768777152253,52212,92.17461109602655,88.2,92,2938,5.0,T
Eureka,MO,2.0,956.8282030958427,849.0,19.33061224489796,849.0023557093349,111904,116.95307437419976,91.2,490,9472,15.0,T
Henderson,NV,554.0,598.1490740535023,644.0,22.9389809912334,849.501030017033,59121,98.839908919949,103.3,11521,264280,413.0,T
Sedona,AZ,644.0,585.2463216348227,555.0,24.703296703296704,850.1535155488095,58330,99.66743547752921,107.0,455,11240,18.0,T
Social Circle,GA,774.0,566.3888712273953,354.0,31.545454545454547,851.1122135182881,52524,92.73487292604753,89.8,154,4858,8.0,T
Tea,SD,54.0,802.2994318740011,853.0,19.30534351145038,854.7075523241854,83676,104.29522529331803,96.2,262,5058,8.0,T
Waterbury,VT,854.0,555.2180489600121,58.0,79.6470588235294,855.9672890946242,56250,101.31154796815915,114.8,68,5416,8.0,T
Round Lake Beach,IL,32.0,822.8922561370523,856.0,19.280836236933798,856.5979220147572,82653,100.44206806368851,90.5,1435,27668,43.0,T
Lake Jackson,TX,254.5,680.7794705521519,818.0,19.73963290278722,856.6762807502026,65189,95.75641278831148,92.6,1471,29037,45.0,T
Refugio,TX,787.0,564.9897861480484,340.0,32.03658536585366,857.3033302163243,52929,93.68133955280145,92.6,82,2627,4.0,T
Pearisburg,VA,582.0,594.5512139132485,631.0,23.108333333333334,858.4200603434196,57500,96.71160138004508,98.1,120,2773,4.0,T
Kingfisher,OK,838.0,556.8544067694651,200.0,41.28971962616822,861.5358379080931,51187,91.92169331469645,88.2,107,4418,7.0,T
Wright City,MO,180.0,715.8138878993998,844.0,19.38095238095238,862.9808804371045,68625,95.86989182535186,91.2,168,3256,5.0,T
McPherson,KS,478.0,611.9885063504821,719.0,21.462279293739968,863.3915681774985,57035,93.19619471306933,86.9,623,13371,21.0,T
Harvard,IL,856.0,555.1378083237632,127.0,54.10215053763441,865.369863122122,51447,92.67428596755829,90.5,186,10063,16.0,T
Arroyo Grande,CA,685.5,578.3628366603137,533.0,25.303206997084548,868.3313019809893,76211,131.77022306632148,146.9,686,17358,27.0,T
Hampton,IA,867.0,553.9635627925353,51.0,87.22916666666667,868.4987046622465,51283,92.5746807993687,90.3,48,4187,7.0,T
Harlem,GA,269.0,675.507407407435,828.0,19.62037037037037,870.6003675625229,63211,93.57558378612129,89.8,108,2119,3.0,T
Winters,CA,375.0,632.8578739727908,786.0,20.274285714285714,870.873699223946,85861,135.6718522928444,146.9,350,7096,11.0,T
St. George,UT,516.0,605.1734693877551,707.0,21.667951378594722,875.274242737669,59307,98.0,101.5,3373,73086,114.0,F
Lutcher,LA,524.5,603.0229532255025,703.0,21.70063694267516,877.1027590881242,57325,95.0627164245987,92.8,157,3407,5.0,T
Wilton,IA,792.0,564.1592540141021,379.0,30.5,878.0119589162781,52381,92.84789645352632,90.3,94,2867,4.0,T
Auburn,NE,843.0,556.5350055615547,246.0,37.63953488372093,878.1600081989615,52198,93.791045447952,93.6,86,3237,5.0,T
Wendell,NC,696.0,577.2984402121266,536.0,25.27927927927928,878.4713996482755,55094,95.43417435833686,96.4,222,5612,9.0,T
Green River,WY,112.0,751.8548993750279,874.0,19.065573770491802,881.1469797939502,74599,99.21994265384144,93.6,671,12793,20.0,T
Madison,SD,747.0,569.6597047167085,472.0,26.938524590163933,883.6249204272139,54178,95.10590191198919,96.2,244,6573,10.0,T
Springtown,TX,658.0,582.2359612664438,590.0,24.100719424460433,883.7782527308533,54861,94.22468492098929,92.6,139,3350,5.0,T
Seaside,CA,633.5,586.290473442923,617.0,23.48758620689655,884.3139996630156,77542,132.25867298276836,146.9,1450,34057,53.0,T
Buffalo,MN,160.0,727.0786438361847,871.0,19.078205128205127,885.573825268114,74812,102.8939587680361,99.6,780,14881,23.0,T
San Jose,CA,174.0,718.8703170028818,869.0,19.10960549898568,886.2488363885168,124724,173.5,146.9,50773,970252,1517.0,F
Algona,IA,879.0,552.425837121601,118.0,55.62765957446808,886.8849981818387,51119,92.53549809754388,90.3,94,5229,8.0,T
Fillmore,CA,669.0,580.6333240854693,584.0,24.23186119873817,888.0411026523491,76590,131.90768910935938,146.9,634,15363,24.0,T
Weatherford,TX,131.0,740.6516435954445,884.0,18.89593062041361,893.6537360745492,72525,97.92052799333864,92.6,1499,28325,44.0,T
Tonganoxie,KS,88.0,767.0123742183949,890.0,18.778225806451612,894.3399800970545,72469,94.48217843140765,86.9,248,4657,7.0,T
Perry,OK,637.0,585.9594858309332,628.0,23.233644859813083,894.5127165110622,54351,92.75555958092619,88.2,214,4972,8.0,T
Lindsborg,KS,730.0,572.0122976566058,517.0,25.69047619047619,894.5328389723878,52552,91.87215067804078,86.9,126,3237,5.0,T
Greenbrier,AR,897.0,550.443368568139,6.0,2373.0,897.0200666651778,51250,93.10676252366513,92.1,2,4746,7.0,T
Otsego,MI,694.5,577.4452190354923,568.0,24.428571428571427,897.1924264058408,54069,93.63485611728078,91.4,154,3762,6.0,T
Newberg,OR,767.0,567.032480292542,468.0,27.035389282103136,898.5059821726286,66346,117.00564307316387,127.5,989,26738,42.0,T
Jackson,WY,76.0,779.217892678106,900.0,18.661231884057973,903.2031886569046,78387,100.59702265125165,93.6,552,10301,16.0,T
Canby,OR,498.0,609.064108138958,757.0,20.802872062663184,906.1197492605489,72361,118.80686947898567,127.5,766,15935,25.0,T
Elgin,TX,297.0,663.8750616207168,859.0,19.256457564575644,908.8949334219,63243,95.26340671030027,92.6,542,10437,16.0,T
Nome,AK,244.0,683.5430210615356,876.0,19.010309278350515,909.3470184698468,83271,121.82261750062338,125.7,194,3688,6.0,T
Pulaski,WI,857.0,555.0640006038576,306.0,33.528301886792455,909.9917582044357,52406,94.41433770337687,95.5,106,3554,6.0,T
Mauldin,SC,71.5,783.4338779806549,909.0,18.604166666666668,911.807682573469,79805,101.86564845230066,94.8,1248,23218,36.0,T
Hillsboro,IL,898.0,550.3672575139918,171.0,44.90298507462686,914.1362042934302,50938,92.55274419864088,90.5,134,6017,9.0,T
Lawrenceburg,KY,915.0,547.7515710749328,85.0,66.3961038961039,918.9396062854186,51302,93.65924756605006,93.9,154,10225,16.0,T
Nappanee,IN,688.0,578.2598468642286,615.0,23.535714285714285,922.8049631422666,54098,93.55309778702625,91.1,308,7249,11.0,T
Bismarck,ND,248.0,682.2341568206231,889.0,18.782430453879943,922.9436602523472,63516,93.1,97.8,3415,64142,100.0,F
Iowa City,IA,517.0,604.9946524064171,772.0,20.468313953488373,929.1248570563592,56567,93.5,90.3,3440,70411,110.0,F
Waupun,WI,615.0,588.5489880845616,697.0,21.826446280991735,929.53429199788,56212,95.50946673605284,95.5,484,10564,17.0,T
St. Helens,OR,676.0,579.6994952983313,641.0,23.02173913043478,931.588428438224,62197,107.29179601578142,127.5,552,12708,20.0,T
Mifflinburg,PA,851.0,555.5532481467943,384.0,30.29310344827586,933.6257280088205,53438,96.18879950438168,100.5,116,3514,5.0,T
Ione,CA,831.0,557.890121997579,433.0,28.057971014492754,937.0432220554184,72868,130.6135332511161,146.9,276,7744,12.0,T
Galt,CA,709.0,575.9552808906321,613.0,23.57403846153846,937.2566350792082,75811,131.62653857912227,146.9,1040,24517,38.0,T
Weirton,WV,923.0,546.6222760290557,179.0,43.326388888888886,940.1967879119775,45151,82.6,90.1,432,18717,29.0,F
Zumbrota,MN,691.0,578.0046853363818,647.0,22.860294117647058,946.620304029023,55850,96.62551432000406,99.6,136,3109,5.0,T
Ellsworth,KS,757.0,568.3036320839111,577.0,24.336206896551722,951.828766112897,52153,91.76960528786398,86.9,116,2823,4.0,T
Appleton,WI,234.0,687.3208379272326,923.0,18.430277849909114,952.2000840159593,62340,90.7,95.5,3851,70975,111.0,F
Smithfield,VA,239.0,686.0143255871407,922.0,18.439588688946014,952.4730967329208,68604,100.00374254762644,98.1,389,7173,11.0,T
Platte City,MO,27.0,840.4570719777859,955.0,18.107913669064747,955.3815991529249,85985,102.30742635987085,91.2,278,5034,8.0,T
Steamboat Springs,CO,111.0,752.9375319551535,950.0,18.14014598540146,956.4627541101639,82486,109.55224902364547,105.8,685,12426,19.0,T
Silverton,OR,872.0,553.3268992275022,413.0,28.94736842105263,964.859057064813,64468,116.50978849935464,127.5,342,9900,15.0,T
Hailey,ID,885.0,551.8314286837115,387.0,30.080291970802918,965.9161454287841,52359,94.88223627438619,97.1,274,8242,13.0,T
Toledo,OH,649.0,584.1371428571429,717.0,21.495982021247617,967.1039240950271,51112,87.5,92.9,14684,315647,494.0,F
Karnes City,TX,617.0,588.0330637610432,745.0,20.980891719745223,967.3231104444884,55525,94.42496250952904,92.6,157,3294,5.0,T
Columbus,WI,316.0,658.0324021971501,915.0,18.53358208955224,968.0294417010259,63946,97.17758546005678,95.5,268,4967,8.0,T
Nashua,NH,129.0,743.9780299586009,960.0,18.051950761527227,968.6284117245374,85509,114.93484559585475,112.6,4793,86523,135.0,T
Andrews,TX,84.0,771.8434765202287,967.0,17.993150684931507,970.6415404257125,76695,99.36600144082445,92.6,584,10508,16.0,T
Dwight,IL,967.0,542.8051509293501,91.0,63.984848484848484,971.272361389945,50139,92.3701625051932,90.5,66,4223,7.0,T
Norris,TN,959.0,543.8500943365351,160.0,46.5625,972.2556248230195,50156,92.22394281495409,90.0,32,1490,2.0,T
New Philadelphia,OH,969.0,542.6546681664792,101.0,60.69718309859155,974.2494547085977,48242,88.9,92.9,284,17238,27.0,F
Dickinson,ND,250.0,681.6635254038973,943.0,18.209903121636167,975.5762399730736,67909,99.62246397115462,97.8,929,16917,26.0,T
Dumas,TX,529.0,601.9402155130047,822.0,19.71866295264624,977.5095907457891,57151,94.94464487854987,92.6,718,14158,22.0,T
