DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WaterbodyID,WaterbodyName
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-01-26 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,3.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-01-26 00:00:00.000,00:00:00,0.5,m,Nitrogen,1040.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-02-23 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-03-26 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,8.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-03-26 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,66.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-05-18 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,14.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-05-18 00:00:00.000,00:00:00,0.5,m,Nitrogen,1260.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-08-28 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-08-28 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,63.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-09-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,52.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-09-20 00:00:00.000,00:00:00,0.5,m,Nitrogen,1290.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-10-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,89.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-10-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,91.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-11-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,67.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-11-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,88.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-11-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1610.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2001-12-18 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,70.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-02-25 00:00:00.000,00:00:00,0.5,m,Nitrogen,1440.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-03-25 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-03-25 00:00:00.000,00:00:00,0.5,m,Nitrogen,1350.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-05-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,75.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-05-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,88.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-08-27 00:00:00.000,00:00:00,0.5,m,Nitrogen,1460.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-09-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,59.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-10-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,66.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2002-10-25 00:00:00.000,00:00:00,0.5,m,True Color,97.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-01-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-02-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-02-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-02-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1320.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-03-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-03-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,64.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-04-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,39.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-06-23 00:00:00.000,00:00:00,0.5,m,Nitrogen,1550.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-08-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,67.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-08-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1490.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-10-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-10-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,72.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-10-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1520.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-11-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-11-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,72.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-11-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,72.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-12-16 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,77.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2003-12-16 00:00:00.000,00:00:00,0.5,m,Nitrogen,1360.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-02-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-02-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1440.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-03-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,81.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-04-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-04-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-05-23 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-06-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-06-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,62.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-06-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1620.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-07-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1600.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-08-27 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,64.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-10-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-11-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,79.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2004-12-16 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,98.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-02-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,46.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-02-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,68.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-02-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1560.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-05-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-05-20 00:00:00.000,00:00:00,0.5,m,Nitrogen,1430.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-08-17 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,45.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-08-17 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,71.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-08-17 00:00:00.000,00:00:00,0.5,m,Nitrogen,1400.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-09-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,49.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-09-19 00:00:00.000,00:00:00,0.5,m,Nitrogen,1340.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-10-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,56.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-10-21 00:00:00.000,00:00:00,0.5,m,True Color,90.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-10-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1190.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2005-11-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,73.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-01-22 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,58.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-01-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,65.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-01-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1280.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-02-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,59.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-07-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,61.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2006-10-17 00:00:00.000,00:00:00,0.5,m,True Color,51.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-04-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-05-17 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,27.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-06-23 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-06-23 00:00:00.000,00:00:00,0.5,m,Nitrogen,1470.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-08-22 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,54.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-09-15 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,29.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-12-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,37.50000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-12-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2007-12-19 00:00:00.000,00:00:00,0.5,m,Nitrogen,1350.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-01-23 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-01-23 00:00:00.000,00:00:00,0.5,m,Nitrogen,1220.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-03-27 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-04-14 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,31.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-04-14 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,46.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-04-14 00:00:00.000,00:00:00,0.5,m,Nitrogen,1390.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-07-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,44.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-08-25 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,27.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-10-23 00:00:00.000,00:00:00,0.5,m,Specific conductance,128.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2008-12-17 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,36.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-02-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,54.00000000,ug/l,,,1001006,Istokpoga, Lake
